"id","weight","male","catholic","Belfast","N.Eastern","Southern","S.Eastern","Western","Grammar","funemp","gcse5eq","fmpr","livboth","Jul.93","Aug.93","Sep.93","Oct.93","Nov.93","Dec.93","Jan.94","Feb.94","Mar.94","Apr.94","May.94","Jun.94","Jul.94","Aug.94","Sep.94","Oct.94","Nov.94","Dec.94","Jan.95","Feb.95","Mar.95","Apr.95","May.95","Jun.95","Jul.95","Aug.95","Sep.95","Oct.95","Nov.95","Dec.95","Jan.96","Feb.96","Mar.96","Apr.96","May.96","Jun.96","Jul.96","Aug.96","Sep.96","Oct.96","Nov.96","Dec.96","Jan.97","Feb.97","Mar.97","Apr.97","May.97","Jun.97","Jul.97","Aug.97","Sep.97","Oct.97","Nov.97","Dec.97","Jan.98","Feb.98","Mar.98","Apr.98","May.98","Jun.98","Jul.98","Aug.98","Sep.98","Oct.98","Nov.98","Dec.98","Jan.99","Feb.99","Mar.99","Apr.99","May.99","Jun.99"
640,4.1,"no","no","yes","no","no","no","no","no","no","no","no","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
641,0.71,"no","no","yes","no","no","no","no","no","no","no","no","yes","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
642,2.88,"no","no","yes","no","no","no","no","no","no","no","no","yes","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","school","school","school","school","school","school","school","school","school","school","school","school","employment","employment","employment","employment","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
643,4.1,"no","no","yes","no","no","no","no","no","yes","no","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
644,0.71,"no","no","yes","no","no","no","no","no","no","yes","no","yes","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","joblessness","joblessness","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training"
645,2.75,"no","no","no","no","no","no","yes","yes","no","yes","no","yes","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
646,0.87,"no","no","no","yes","no","no","no","no","no","yes","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
647,0.4,"yes","no","no","yes","no","no","no","no","no","yes","no","no","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
648,0.87,"yes","yes","no","yes","no","no","no","no","no","no","no","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
649,0.23,"no","yes","no","yes","no","no","no","no","no","no","no","yes","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
650,3.6,"yes","no","no","no","no","yes","no","no","no","yes","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
651,0.75,"yes","no","no","no","no","yes","no","yes","no","no","yes","yes","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","employment","employment","employment","employment","employment","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
652,0.71,"yes","no","yes","no","no","no","no","no","no","no","no","yes","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","joblessness","joblessness","joblessness","joblessness","joblessness","training","training","training","training","training","training","training","training","training","training","training","training","training","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment"
653,0.4,"no","no","no","yes","no","no","no","no","no","no","no","yes","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
654,3.6,"yes","no","no","no","no","yes","no","no","no","no","yes","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
655,4.1,"yes","no","yes","no","no","no","no","no","no","no","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
656,4.46,"yes","no","no","no","no","no","yes","yes","no","yes","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
657,4.46,"no","yes","no","no","no","no","yes","yes","no","yes","yes","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
658,1.1,"no","yes","no","no","no","no","yes","no","no","no","no","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
659,0.57,"no","yes","no","no","no","no","yes","no","yes","yes","no","no","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
660,0.33,"no","yes","no","no","no","no","yes","no","no","yes","yes","yes","school","school","school","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
661,1.1,"no","no","no","no","no","no","yes","no","no","no","no","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
662,0.57,"yes","no","no","no","no","no","yes","no","no","no","yes","no","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
663,0.57,"no","yes","no","no","no","no","yes","no","no","yes","yes","yes","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
664,0.33,"yes","yes","no","no","no","no","yes","no","no","no","no","yes","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
665,1.59,"yes","yes","no","no","no","no","yes","no","yes","no","no","no","school","school","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
666,1.1,"yes","no","no","no","no","no","yes","no","no","no","yes","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
667,1.59,"no","yes","no","no","no","no","yes","no","no","no","yes","no","school","school","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
668,0.23,"no","no","no","yes","no","no","no","no","yes","no","no","no","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
669,0.69,"no","no","no","no","no","yes","no","no","no","yes","no","no","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
670,4.1,"no","no","yes","no","no","no","no","no","no","no","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
671,1.5,"yes","no","yes","no","no","no","no","yes","no","no","yes","no","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","FE","FE","FE","FE","FE","FE"
672,0.33,"yes","no","yes","no","no","no","no","yes","yes","yes","yes","no","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
673,0.33,"yes","no","yes","no","no","no","no","yes","no","no","no","no","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
674,0.45,"no","yes","no","no","yes","no","no","no","no","no","no","yes","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
675,0.98,"yes","yes","no","no","yes","no","no","no","no","no","no","yes","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
676,0.4,"no","no","no","yes","no","no","no","no","no","yes","no","no","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE"
677,3.6,"no","no","no","no","no","yes","no","no","no","yes","yes","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
678,0.45,"yes","no","no","no","yes","no","no","no","no","yes","no","no","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
679,0.69,"yes","no","no","no","no","yes","no","no","no","no","no","yes","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness"
680,0.55,"yes","no","no","no","no","yes","no","no","no","no","no","no","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
681,0.87,"no","no","no","yes","no","no","no","no","no","no","no","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
682,0.71,"no","no","yes","no","no","no","no","no","no","no","no","no","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
683,0.4,"no","no","no","yes","no","no","no","no","no","yes","no","no","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
684,0.21,"no","no","yes","no","no","no","no","no","no","no","no","no","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
685,3.6,"no","no","no","no","no","yes","no","no","yes","yes","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
686,3.6,"no","no","no","no","no","yes","no","no","no","yes","no","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","employment","employment","employment","employment","employment","training","training","training","training","training","training","training"
687,1.1,"yes","yes","no","no","no","no","yes","no","yes","no","no","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
688,1.1,"yes","yes","no","no","no","no","yes","no","no","no","no","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
689,1.1,"no","yes","no","no","no","no","yes","no","no","no","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
690,1.1,"yes","no","no","no","no","no","yes","no","no","no","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
691,0.57,"no","yes","no","no","no","no","yes","no","yes","no","no","yes","school","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
